a1,a2,a3,a4,a5,h1,h2,h3,h4,h5,period,time,team,etype,assist,away,block,entered,home,left,num,opponent,outof,player,points,possession,reason,result,steal,type,y,x
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,1:50,CHI,rebound,,,,,,,,,,Andres Nocioni,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,1:37,MIA,foul,,,,,,,,Thabo Sefolosha,,Robert Hite,,,,,,shooting,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,1:37,CHI,free throw,,,,,,,1,,2,Thabo Sefolosha,,,foul,made,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,1:37,CHI,free throw,,,,,,,2,,2,Thabo Sefolosha,,,foul,made,,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,1:23,CHI,foul,,,,,,,,Wayne Simien,,Malik Allen,,,,,,personal,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,1:11,MIA,turnover,,,,,,,,,,Dorell Wright,,,lost ball,,Malik Allen,,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,1:05,CHI,shot,Thabo Sefolosha,,,,,,,,,Viktor Khryapa,2,,,made,,jump,39,8
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,0:54,MIA,shot,,,,,,,,,,Robert Hite,,,,missed,,jump,23,31
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,0:52,CHI,rebound,,,,,,,,,,Andres Nocioni,,,,,,def,,
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,0:35,CHI,shot,,,,,,,,,,Adrian Griffin,2,,,made,,jump,25,14
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,0:10,MIA,shot,,,,,,,,,,Dorell Wright,,,,missed,,jump,38,22
Adrian Griffin,Andres Nocioni,Malik Allen,Thabo Sefolosha,Viktor Khryapa,Dorell Wright,James Posey,Jason Kapono,Robert Hite,Wayne Simien,4,0:08,CHI,rebound,,,,,,,,,,Viktor Khryapa,,,,,,def,,
